"emp_no","first_name","last_name","title","from_date","to_date"
240367,"Amabile","Yetim","Engineer","1985-05-31","1994-05-31"
240367,"Amabile","Yetim","Senior Engineer","1994-05-31","9999-01-01"
240371,"Constantijn","Lubachevsky","Engineer","1995-04-07","2000-04-06"
240371,"Constantijn","Lubachevsky","Senior Engineer","2000-04-06","9999-01-01"
240378,"Rimli","Trachtenberg","Technique Leader","1989-07-21","9999-01-01"
240382,"Zengping","Egerstedt","Senior Staff","1988-11-28","9999-01-01"
240397,"Howell","Borstler","Staff","1999-02-19","9999-01-01"
240398,"Lansing","Markovitch","Engineer","1991-08-15","2000-08-14"
240398,"Lansing","Markovitch","Senior Engineer","2000-08-14","9999-01-01"
240400,"Shaunak","Schaft","Engineer","1997-05-24","2002-05-24"
240400,"Shaunak","Schaft","Senior Engineer","2002-05-24","9999-01-01"
240404,"Gererd","Swen","Staff","1994-12-03","9999-01-01"
240407,"Jaewoo","Gilg","Senior Staff","1988-09-14","9999-01-01"
240409,"Kazunori","Seuren","Engineer","1991-07-14","1998-07-14"
240409,"Kazunori","Seuren","Senior Engineer","1998-07-14","2000-12-03"
240414,"Aran","Maquelin","Senior Staff","1994-11-15","9999-01-01"
240414,"Aran","Maquelin","Staff","1986-11-15","1994-11-15"
240418,"Behnaam","Solares","Technique Leader","1999-02-06","9999-01-01"
240429,"Yishay","Pepe","Engineer","1992-08-02","1997-08-02"
240429,"Yishay","Pepe","Senior Engineer","1997-08-02","2000-11-23"
240434,"Yolla","Ranst","Technique Leader","1997-10-10","9999-01-01"
240441,"Luise","Prampolini","Senior Staff","2002-01-01","9999-01-01"
240441,"Luise","Prampolini","Staff","1996-01-02","2002-01-01"
240449,"Diederik","Trogemann","Staff","1996-06-02","9999-01-01"
240452,"Giordano","Shihab","Engineer","1988-05-07","1997-05-07"
240452,"Giordano","Shihab","Senior Engineer","1997-05-07","1999-09-24"
240459,"Dietrich","Waterhouse","Engineer","1991-07-20","1997-07-19"
240459,"Dietrich","Waterhouse","Senior Engineer","1997-07-19","1999-07-05"
240462,"Moty","Boissier","Engineer","1993-11-08","2000-11-08"
240462,"Moty","Boissier","Senior Engineer","2000-11-08","9999-01-01"
240465,"Adly","Axelband","Engineer","1999-07-31","9999-01-01"
240467,"Giao","Dredge","Engineer","1995-12-28","1997-05-22"
240469,"Harngdar","Oxenboll","Staff","1998-10-24","9999-01-01"
240473,"Hinrich","Melter","Technique Leader","1997-08-23","9999-01-01"
240475,"Qunsheng","Guardalben","Engineer","1985-03-20","1992-03-20"
240475,"Qunsheng","Guardalben","Senior Engineer","1992-03-20","9999-01-01"
240477,"Inderjeet","Eterovic","Engineer","1997-04-04","9999-01-01"
240483,"Geoff","Zultner","Senior Engineer","1999-03-08","9999-01-01"
240485,"Dietrich","Esteva","Staff","1996-07-17","9999-01-01"
240490,"Nirmal","Sevcikova","Engineer","1999-05-07","9999-01-01"
240499,"Mitchel","Encarnacion","Senior Staff","1997-10-11","9999-01-01"
240499,"Mitchel","Encarnacion","Staff","1991-10-12","1997-10-11"
240506,"Haldon","Chinal","Engineer","1991-12-08","2000-12-07"
240506,"Haldon","Chinal","Senior Engineer","2000-12-07","9999-01-01"
240508,"Charmane","Swist","Engineer","1994-11-23","2000-11-22"
240508,"Charmane","Swist","Senior Engineer","2000-11-22","9999-01-01"
240510,"Isaac","Schahn","Senior Staff","1999-12-12","9999-01-01"
240510,"Isaac","Schahn","Staff","1992-12-11","1999-12-12"
240514,"Perla","Journel","Engineer","1986-11-09","1987-04-02"
240515,"Yuriy","Rosen","Senior Engineer","1990-10-28","1992-04-24"
240518,"Guadalupe","Reeker","Senior Engineer","1986-07-17","9999-01-01"
240519,"Izaskun","Staudhammer","Senior Staff","1996-11-08","2002-05-06"
240527,"Alselm","Millington","Engineer","1988-09-13","1996-09-13"
240527,"Alselm","Millington","Senior Engineer","1996-09-13","9999-01-01"
240530,"Alois","Sridhar","Senior Engineer","1992-06-28","9999-01-01"
240534,"Indrajit","Miake","Senior Engineer","1999-05-29","9999-01-01"
240537,"Weiyi","Katalagarianos","Technique Leader","1998-05-29","2002-07-20"
240539,"Jouko","Weisert","Staff","1986-07-10","1987-11-05"
240540,"Kazunori","Kopetz","Engineer","1997-01-20","9999-01-01"
240549,"Gudjon","Puppo","Engineer","1999-12-07","9999-01-01"
240556,"Moti","Salverda","Staff","1991-10-17","1996-12-08"
240557,"Waiman","Marletta","Senior Staff","2000-05-02","9999-01-01"
240557,"Waiman","Marletta","Staff","1995-05-03","2000-05-02"
240559,"Yinlin","Bhattacharjee","Senior Staff","1990-02-26","9999-01-01"
240561,"Stella","Simmen","Engineer","1997-10-31","9999-01-01"
240569,"Edwin","Salinas","Staff","1999-08-27","9999-01-01"
240574,"Berry","Erdi","Assistant Engineer","1996-06-08","2001-06-08"
240574,"Berry","Erdi","Engineer","2001-06-08","9999-01-01"
240575,"Mariangiola","Sabnani","Engineer","1989-09-12","1998-09-12"
240575,"Mariangiola","Sabnani","Senior Engineer","1998-09-12","9999-01-01"
240584,"Arve","Lipner","Senior Staff","1995-04-08","1999-07-19"
240586,"Ottavia","Lieberherr","Staff","1998-10-18","9999-01-01"
240587,"Zorica","Akazan","Senior Staff","1996-11-28","9999-01-01"
240587,"Zorica","Akazan","Staff","1987-11-29","1996-11-28"
240589,"Kish","Ritcey","Staff","1996-12-10","9999-01-01"
240592,"Duke","Kilgore","Engineer","1992-10-23","1998-10-23"
240592,"Duke","Kilgore","Senior Engineer","1998-10-23","9999-01-01"
240594,"Uta","Sommen","Senior Staff","1992-05-21","9999-01-01"
240597,"Unal","Rosay","Senior Staff","1999-02-16","1999-03-14"
240604,"Ennio","Varley","Engineer","1995-10-16","1998-06-15"
240609,"Taegyun","Serre","Senior Engineer","1985-09-22","9999-01-01"
240616,"Moie","Passino","Senior Staff","1995-06-20","1996-08-01"
240616,"Moie","Passino","Staff","1990-06-20","1995-06-20"
240624,"Hein","Nitta","Senior Engineer","1992-08-27","9999-01-01"
240629,"Jamaludin","Ratnaker","Technique Leader","1988-12-31","9999-01-01"
240631,"Pranav","DuCasse","Engineer","1994-12-01","2000-11-30"
240631,"Pranav","DuCasse","Senior Engineer","2000-11-30","9999-01-01"
240635,"Manibrata","Lanphier","Senior Staff","1996-10-04","9999-01-01"
240635,"Manibrata","Lanphier","Staff","1989-10-04","1996-10-04"
240637,"Alselm","Pagter","Senior Staff","1997-10-13","9999-01-01"
240637,"Alselm","Pagter","Staff","1991-10-14","1997-10-13"
240639,"Mountaz","Bratten","Senior Staff","1996-07-31","9999-01-01"
240639,"Mountaz","Bratten","Staff","1987-08-01","1996-07-31"
240644,"Aiichiro","Kusalik","Engineer","1995-02-25","2001-02-24"
240644,"Aiichiro","Kusalik","Senior Engineer","2001-02-24","9999-01-01"
240646,"Nigel","DuCasse","Assistant Engineer","1996-09-16","9999-01-01"
240648,"Oksana","Lundstrom","Senior Staff","2000-11-23","9999-01-01"
240648,"Oksana","Lundstrom","Staff","1993-11-23","2000-11-23"
240661,"Gao","Jiafu","Senior Staff","1992-12-18","1999-02-09"
240661,"Gao","Jiafu","Staff","1986-12-19","1992-12-18"
240663,"Shalesh","Suppi","Technique Leader","1990-03-23","9999-01-01"
240666,"Kinh","Ventosa","Senior Staff","1990-11-12","9999-01-01"
240666,"Kinh","Ventosa","Staff","1985-11-12","1990-11-12"
240669,"Jeanna","Azulay","Senior Engineer","1985-09-10","9999-01-01"
240674,"Gor","Karnin","Staff","2000-01-02","2001-03-12"
240675,"Karoline","Uchoa","Senior Staff","2002-02-28","9999-01-01"
240675,"Karoline","Uchoa","Staff","1997-02-28","2002-02-28"
240677,"Mingzeng","Kavanagh","Staff","1998-09-25","9999-01-01"
240678,"Harjit","Perin","Senior Staff","1993-06-27","9999-01-01"
240678,"Harjit","Perin","Staff","1988-06-27","1993-06-27"
240679,"Toshimo","Jullig","Senior Engineer","1986-06-07","9999-01-01"
240684,"Masaki","Bain","Staff","1996-07-29","9999-01-01"
240685,"Subbu","Nastansky","Staff","2000-01-21","9999-01-01"
240690,"Jungsoon","Narahara","Technique Leader","1988-06-09","9999-01-01"
240693,"Hongzue","Ratnakar","Engineer","1986-06-17","1991-06-17"
240693,"Hongzue","Ratnakar","Senior Engineer","1991-06-17","9999-01-01"
240694,"Cordelia","Panienski","Engineer","1989-10-26","1996-10-26"
240694,"Cordelia","Panienski","Senior Engineer","1996-10-26","9999-01-01"
240695,"Weidon","Eickenmeyer","Senior Staff","1998-09-18","9999-01-01"
240695,"Weidon","Eickenmeyer","Staff","1989-09-18","1998-09-18"
240696,"Boutros","Velardi","Senior Staff","1985-02-05","9999-01-01"
240697,"Rafail","Molenaar","Engineer","1988-06-21","1995-06-22"
240697,"Rafail","Molenaar","Senior Engineer","1995-06-22","9999-01-01"
240701,"Xuedong","Goodrum","Senior Staff","1998-10-07","9999-01-01"
240701,"Xuedong","Goodrum","Staff","1989-10-07","1998-10-07"
240705,"Sverrir","Vickson","Senior Staff","1995-11-03","9999-01-01"
240706,"Fumiyo","Pusterhofer","Engineer","1993-09-16","9999-01-01"
240711,"Kokou","Alpin","Engineer","1992-01-03","2000-01-03"
240711,"Kokou","Alpin","Senior Engineer","2000-01-03","9999-01-01"
240712,"Hideyuki","Fiutem","Engineer","1993-07-06","1998-07-06"
240712,"Hideyuki","Fiutem","Senior Engineer","1998-07-06","9999-01-01"
240714,"Patricia","Shrader","Staff","1988-07-28","1990-10-06"
240715,"Lijie","Ghelli","Senior Staff","1987-08-02","9999-01-01"
240721,"Srinidhi","Kieras","Senior Engineer","1987-08-31","9999-01-01"
240722,"Mandell","Onuegbe","Engineer","1991-03-31","1999-03-31"
240722,"Mandell","Onuegbe","Senior Engineer","1999-03-31","9999-01-01"
240724,"Gift","Peternell","Engineer","1989-04-26","1994-04-26"
240724,"Gift","Peternell","Senior Engineer","1994-04-26","9999-01-01"
240726,"Suzette","Fasbender","Senior Staff","1987-07-12","1993-07-20"
240727,"Visit","Bauknecht","Engineer","1992-04-23","1999-04-24"
240727,"Visit","Bauknecht","Senior Engineer","1999-04-24","9999-01-01"
240730,"Chinhyun","Kropatsch","Engineer","2000-01-27","9999-01-01"
240731,"Zejun","Erdi","Engineer","1990-01-11","1996-01-11"
240731,"Zejun","Erdi","Senior Engineer","1996-01-11","9999-01-01"
240735,"Geoff","Ariola","Senior Engineer","1991-01-17","1997-04-14"
240736,"Hatsukazu","Bridgland","Senior Engineer","1993-03-22","9999-01-01"
240740,"Neven","Jording","Engineer","1994-09-04","2000-09-03"
240740,"Neven","Jording","Senior Engineer","2000-09-03","9999-01-01"
240744,"Yakkov","Ratnakar","Senior Staff","1986-12-26","9999-01-01"
240748,"Paddy","Strandh","Staff","1995-09-08","1999-11-30"
240749,"Serge","Christianini","Assistant Engineer","1993-04-03","2001-04-03"
240749,"Serge","Christianini","Engineer","2001-04-03","9999-01-01"
240750,"Shrikanth","Bernatsky","Engineer","1998-10-22","9999-01-01"
240751,"Moie","Pintelas","Engineer","1986-07-10","1991-07-10"
240751,"Moie","Pintelas","Senior Engineer","1991-07-10","9999-01-01"
240757,"Shahid","Swiss","Engineer","1996-09-20","1998-10-01"
240759,"Sandeepan","Plavsic","Engineer","1990-07-01","1998-07-01"
240759,"Sandeepan","Plavsic","Senior Engineer","1998-07-01","9999-01-01"
240762,"Baruch","Sudbeck","Senior Staff","1999-12-09","9999-01-01"
240762,"Baruch","Sudbeck","Staff","1993-12-09","1999-12-09"
240770,"Gino","Erman","Engineer","1991-06-05","1996-06-04"
240770,"Gino","Erman","Senior Engineer","1996-06-04","9999-01-01"
240773,"Leah","Akazan","Senior Staff","1996-12-10","9999-01-01"
240773,"Leah","Akazan","Staff","1990-12-11","1996-12-10"
240774,"Kersti","Azevdeo","Staff","1994-04-07","1996-08-22"
240779,"Claudi","Morris","Senior Engineer","1997-05-09","9999-01-01"
240787,"Munenori","Farrel","Engineer","1985-12-16","1993-12-16"
240787,"Munenori","Farrel","Senior Engineer","1993-12-16","9999-01-01"
240791,"Heekeun","Ramsey","Engineer","1997-09-03","9999-01-01"
240793,"Boutros","Hennings","Senior Engineer","1985-11-01","9999-01-01"
240795,"Khun","Krohn","Technique Leader","1990-10-19","9999-01-01"
240797,"Harngdar","Hofmeyr","Senior Staff","1994-11-05","2000-09-13"
240798,"Arvin","Munawer","Senior Staff","1985-08-02","9999-01-01"
240799,"Rosalyn","Thiria","Engineer","1997-11-06","1999-02-19"
240802,"Angus","Scallan","Engineer","1986-09-28","1992-09-27"
240802,"Angus","Scallan","Senior Engineer","1992-09-27","1999-08-27"
240807,"Shaw","Rindone","Engineer","1995-07-28","9999-01-01"
240809,"Mohd","Pehl","Staff","1997-01-29","2001-07-23"
240811,"Valdiodio","Eugenio","Technique Leader","1990-10-15","9999-01-01"
240814,"Filipp","Vieri","Senior Staff","1995-11-28","9999-01-01"
240814,"Filipp","Vieri","Staff","1987-11-28","1995-11-28"
240818,"Apostol","Shokrollahi","Senior Staff","1992-04-01","2000-08-07"
240819,"Hyuncheol","Birge","Senior Staff","1995-01-22","9999-01-01"
240819,"Hyuncheol","Birge","Staff","1990-01-22","1995-01-22"
240821,"Aluzio","Peternell","Senior Staff","1998-03-15","9999-01-01"
240821,"Aluzio","Peternell","Staff","1991-03-15","1998-03-15"
240826,"Weidon","Paludetto","Senior Staff","1998-08-07","9999-01-01"
240826,"Weidon","Paludetto","Staff","1993-08-07","1998-08-07"
240830,"Richard","Linnainmaa","Engineer","1995-07-17","1997-05-02"
240834,"Basil","Gelosh","Engineer","2000-01-02","9999-01-01"
240835,"True","Billingsley","Engineer","1987-12-06","1989-10-30"
240840,"Supot","Dredge","Engineer","1987-03-29","1992-03-28"
240840,"Supot","Dredge","Senior Engineer","1992-03-28","1994-09-21"
240841,"Muzhong","Hiltgen","Engineer","1986-02-07","1991-02-07"
240841,"Muzhong","Hiltgen","Senior Engineer","1991-02-07","2000-11-04"
240845,"Harjit","Gihr","Engineer","1996-11-16","9999-01-01"
240849,"Dzung","Ariola","Senior Staff","1999-11-29","9999-01-01"
240849,"Dzung","Ariola","Staff","1991-11-29","1999-11-29"
240850,"Gift","Azevdeo","Assistant Engineer","1993-04-30","1998-04-30"
240850,"Gift","Azevdeo","Engineer","1998-04-30","2001-11-24"
240852,"Bedrich","Heyers","Senior Staff","1992-12-07","1994-11-02"
240855,"Hilari","Chaudhury","Senior Staff","2002-06-27","9999-01-01"
240855,"Hilari","Chaudhury","Staff","1997-06-27","2002-06-27"
240857,"Karsten","Krzyzanowski","Engineer","1988-10-16","1993-10-16"
240857,"Karsten","Krzyzanowski","Senior Engineer","1993-10-16","9999-01-01"
240860,"Kwangho","Hooghiemstra","Staff","1998-06-14","9999-01-01"
240862,"Alejandra","Riefers","Senior Engineer","1997-10-06","9999-01-01"
240869,"Kirk","Hasham","Senior Staff","1993-04-01","9999-01-01"
240869,"Kirk","Hasham","Staff","1988-04-01","1993-04-01"
240871,"Perry","Goldhammer","Technique Leader","1986-05-14","9999-01-01"
240875,"Oscal","Ozery","Engineer","1989-08-01","1994-10-23"
240878,"Atilio","Angot","Senior Staff","1999-11-06","9999-01-01"
240878,"Atilio","Angot","Staff","1993-11-06","1999-11-06"
240880,"Lubomir","Stroustrup","Engineer","1996-11-04","9999-01-01"
240884,"Reinhard","Rosaz","Technique Leader","1990-08-21","9999-01-01"
240891,"Emran","Otillio","Engineer","1995-01-12","2001-01-11"
240891,"Emran","Otillio","Senior Engineer","2001-01-11","9999-01-01"
240892,"Charlene","Wiegley","Senior Staff","1990-07-22","9999-01-01"
240898,"Shaw","Ghalwash","Senior Staff","1997-12-21","2002-04-29"
240910,"Aleksandar","Hemaspaandra","Senior Engineer","1989-05-18","9999-01-01"
240916,"Moty","Rosar","Staff","1997-12-03","9999-01-01"
240919,"Niclas","Conia","Senior Staff","1998-09-01","9999-01-01"
240919,"Niclas","Conia","Staff","1992-09-01","1998-09-01"
240920,"Anyuan","Veeraraghavan","Technique Leader","1997-07-28","9999-01-01"
240927,"Adit","Alvarado","Engineer","1987-07-06","1992-07-05"
240927,"Adit","Alvarado","Senior Engineer","1992-07-05","9999-01-01"
240928,"Shahaf","Unni","Senior Staff","1986-02-08","9999-01-01"
240932,"Taizo","Gajiwala","Assistant Engineer","1995-12-17","2000-12-03"
240934,"Marsal","Roisin","Engineer","1994-03-26","1998-03-11"
240936,"Shahid","Tanemo","Engineer","1986-05-29","1995-05-29"
240936,"Shahid","Tanemo","Senior Engineer","1995-05-29","9999-01-01"
240939,"Claudi","Casley","Staff","1995-11-05","9999-01-01"
240941,"Tianruo","Maginnis","Senior Engineer","1991-09-30","1995-12-14"
240947,"Arra","Azadmanesh","Engineer","1998-03-19","9999-01-01"
240950,"Demos","Kleiser","Senior Engineer","1988-10-29","9999-01-01"
240951,"Visit","Awdeh","Technique Leader","1989-08-01","9999-01-01"
240960,"Hongzhu","Murtha","Staff","1997-05-18","9999-01-01"
240964,"Marjo","Kusakabe","Engineer","1986-12-10","1994-12-10"
240964,"Marjo","Kusakabe","Senior Engineer","1994-12-10","9999-01-01"
240965,"Elvia","Ashish","Engineer","1987-04-06","1996-04-04"
240965,"Elvia","Ashish","Senior Engineer","1996-04-04","9999-01-01"
240972,"Eric","Kuzuoka","Engineer","1990-05-16","1999-05-16"
240972,"Eric","Kuzuoka","Senior Engineer","1999-05-16","9999-01-01"
240973,"Djenana","Luca","Engineer","1994-07-12","1999-07-12"
240973,"Djenana","Luca","Senior Engineer","1999-07-12","9999-01-01"
240974,"Jeane","Negoita","Staff","1991-06-17","1994-04-25"
240976,"Sailaja","Luca","Assistant Engineer","1993-09-30","9999-01-01"
240977,"Roddy","Rikino","Staff","1995-11-18","9999-01-01"
240980,"Adam","Dratva","Senior Staff","1990-01-12","9999-01-01"
240982,"Toshimori","Kawashima","Assistant Engineer","1991-07-29","1999-07-29"
240982,"Toshimori","Kawashima","Engineer","1999-07-29","9999-01-01"
240988,"Weidon","Flasterstein","Senior Engineer","1999-01-20","9999-01-01"
240995,"Xiadong","Matheson","Engineer","1990-01-19","1999-01-19"
240995,"Xiadong","Matheson","Senior Engineer","1999-01-19","9999-01-01"
240996,"Kristian","Zultner","Staff","1999-12-18","9999-01-01"
241006,"Ramzi","Hopewell","Engineer","1987-05-10","1996-05-09"
241006,"Ramzi","Hopewell","Senior Engineer","1996-05-09","1996-08-08"
241007,"Abdulla","Uhrik","Senior Staff","1990-02-02","9999-01-01"
241008,"Zhaofang","Pappas","Engineer","1996-03-19","2002-03-19"
241008,"Zhaofang","Pappas","Senior Engineer","2002-03-19","9999-01-01"
241011,"Fumiko","Scallan","Senior Engineer","1985-12-04","9999-01-01"
241016,"Shirish","Gimbel","Senior Staff","1998-10-31","9999-01-01"
241018,"Shugo","Skafidas","Engineer","1999-11-10","9999-01-01"
241020,"Jayesh","Gewali","Staff","1996-01-26","2002-03-26"
241021,"Guoxiang","Bernick","Engineer","1990-09-04","1995-09-04"
241021,"Guoxiang","Bernick","Senior Engineer","1995-09-04","9999-01-01"
241023,"Shuky","Kaiser","Engineer","1992-08-02","1993-09-28"
241030,"Khun","Siochi","Staff","1993-10-16","9999-01-01"
241031,"Kauko","Bain","Staff","1996-08-26","1997-02-14"
241035,"Heping","Marshall","Engineer","1990-11-30","1999-11-30"
241035,"Heping","Marshall","Senior Engineer","1999-11-30","9999-01-01"
241039,"Nathalie","Sewelson","Senior Engineer","1998-12-16","2000-07-13"
241040,"Duri","Siegrist","Senior Staff","1995-10-01","9999-01-01"
241040,"Duri","Siegrist","Staff","1986-10-01","1995-10-01"
241041,"Boguslaw","Czap","Senior Staff","2001-01-11","9999-01-01"
241041,"Boguslaw","Czap","Staff","1996-01-12","2001-01-11"
241055,"Zito","Litecky","Senior Engineer","1987-04-29","1987-09-09"
241067,"Shigeu","Binkley","Technique Leader","1986-11-07","9999-01-01"
241071,"Jovan","Tetzlaff","Senior Staff","1986-03-10","9999-01-01"
241076,"Debaprosad","Chinin","Engineer","1991-07-03","1997-07-02"
241076,"Debaprosad","Chinin","Senior Engineer","1997-07-02","9999-01-01"
241078,"Sailaja","Reutenauer","Senior Staff","1994-10-29","9999-01-01"
241085,"Aleksander","Muhling","Engineer","1991-01-02","1999-01-02"
241085,"Aleksander","Muhling","Senior Engineer","1999-01-02","9999-01-01"
241086,"Sachem","Rebaine","Staff","1999-04-21","9999-01-01"
